Date,Expire Date,Option Type,Strike,Contract Name,Last,Bid,Ask,Change,%Change,Volume,Open Interest,Implied Volatility
2018-06-19 23:16:00.194932,21.09.2018,CALL,52.5,MS180921C00052500,1.34,1.25,1.28,0.0,0.0,203,16,0.22657023437499998
2018-06-19 23:16:00.194932,21.09.2018,CALL,55.0,MS180921C00055000,0.64,0.6,0.63,0.0,0.0,312,7,0.22095505615234373
2018-06-19 23:16:00.194932,21.09.2018,PUT,50.0,MS180921P00050000,2.24,2.32,2.34,0.0,0.0,1088,0,0.22754678710937498
2018-06-19 23:16:00.194932,21.09.2018,PUT,52.5,MS180921P00052500,3.75,3.75,3.85,0.0,0.0,44,107,0.225593681640625
2018-06-19 23:16:00.194932,21.09.2018,PUT,55.0,MS180921P00055000,5.6,5.6,5.7,0.0,0.0,64,0,0.21973436523437498
2018-06-19 23:16:00.194932,19.10.2018,CALL,30.0,MS181019C00030000,22.02,20.5,22.5,0.0,0.0,1,1,0.8752453881835938
2018-06-19 23:16:00.194932,19.10.2018,CALL,40.0,MS181019C00040000,12.41,11.65,12.3,0.22000027,1.8047603,4,27,0.5534712622070312
2018-06-19 23:16:00.194932,19.10.2018,CALL,45.0,MS181019C00045000,5.99,5.9,6.25,-0.86000013,-12.554747,3,194,0.2934640966796874
2018-06-19 23:16:00.194932,19.10.2018,CALL,50.0,MS181019C00050000,2.75,2.74,2.77,-0.47000003,-14.596274,202,1864,0.24390404541015626
2018-06-19 23:16:00.194932,19.10.2018,CALL,52.5,MS181019C00052500,1.75,1.63,1.67,-0.14999998,-7.894736,93,2446,0.2348709326171875
2018-06-19 23:16:00.194932,19.10.2018,CALL,55.0,MS181019C00055000,0.93,0.9,0.93,-0.19,-16.964285,2080,7875,0.22815713256835937
2018-06-19 23:16:00.194932,19.10.2018,CALL,57.5,MS181019C00057500,0.46,0.46,0.49,-0.14000002,-23.333336,17,1399,0.22486126708984372
2018-06-19 23:16:00.194932,19.10.2018,CALL,60.0,MS181019C00060000,0.24,0.23,0.27,-0.08,-25.0,173,3502,0.22852333984375
2018-06-19 23:16:00.194932,19.10.2018,CALL,62.5,MS181019C00062500,0.13,0.11,0.13,-0.030000001,-18.750002,155,416,0.22705851074218747
2018-06-19 23:16:00.194932,19.10.2018,CALL,65.0,MS181019C00065000,0.11,0.1,0.12,0.0,0.0,1,1155,0.25391371093750004
2018-06-19 23:16:00.194932,19.10.2018,CALL,70.0,MS181019C00070000,0.04,0.01,0.07,0.0,0.0,100,210,0.2841868457031249
2018-06-19 23:16:00.194932,19.10.2018,CALL,75.0,MS181019C00075000,0.04,0.0,0.05,0.0,0.0,5,11,0.31641308593749995
2018-06-19 23:16:00.194932,19.10.2018,CALL,80.0,MS181019C00080000,0.02,0.0,0.03,0.0,0.0,25,25,0.335944140625
2018-06-19 23:16:00.194932,19.10.2018,PUT,30.0,MS181019P00030000,0.07,0.03,0.1,-0.11000001,-61.11111,6,20,0.45313046875
2018-06-19 23:16:00.194932,19.10.2018,PUT,35.0,MS181019P00035000,0.1,0.1,0.14,0.0,0.0,1,54,0.352545537109375
2018-06-19 23:16:00.194932,19.10.2018,PUT,40.0,MS181019P00040000,0.31,0.31,0.32,0.07000001,29.166672,27,460,0.2890696093749999
2018-06-19 23:16:00.194932,19.10.2018,PUT,45.0,MS181019P00045000,0.96,0.97,1.0,0.120000005,14.285715,3437,6381,0.2561109545898438
2018-06-19 23:16:00.194932,19.10.2018,PUT,50.0,MS181019P00050000,2.65,2.65,2.68,0.43000007,19.369373,18,15183,0.22925575439453127
2018-06-19 23:16:00.194932,19.10.2018,PUT,52.5,MS181019P00052500,4.05,4.05,4.1,0.50000024,14.084514,5,2639,0.2211991943359375
2018-06-19 23:16:00.194932,19.10.2018,PUT,55.0,MS181019P00055000,6.06,5.85,5.9,0.71000004,13.271029,17,1787,0.21631643066406248
2018-06-19 23:16:00.194932,19.10.2018,PUT,57.5,MS181019P00057500,8.15,7.9,8.0,2.0899997,34.48844,11,433,0.21460746337890624
